## Mon May 15 12:40:07 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
2275_t	3641.EOY24511	3.25e-108	327.0	COG0740@1|root,KOG0840@2759|Eukaryota,37HSN@33090|Viridiplantae,3GE76@35493|Streptophyta	35493|Streptophyta	O	ATP-dependent Clp protease proteolytic	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0008150,GO:0009368,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009536,GO:0009570,GO:0009579,GO:0009657,GO:0009658,GO:0009840,GO:0009941,GO:0009987,GO:0010287,GO:0016043,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0071840	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	CLP_protease
2276_t	3641.EOY24510	7.63e-192	555.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37QU3@33090|Viridiplantae,3GFEB@35493|Streptophyta	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363	-	-	-	-	-	-	-	-	-	-	PPR
2277_t	29730.Gorai.008G240300.1	6.01e-48	165.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37UTR@33090|Viridiplantae,3GJQ1@35493|Streptophyta	35493|Streptophyta	S	endonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	-
2279_t	29730.Gorai.008G240200.1	3.85e-110	326.0	KOG4197@1|root,KOG4197@2759|Eukaryota,37U1D@33090|Viridiplantae,3GI63@35493|Streptophyta	35493|Streptophyta	S	At4g22758-like	-	-	-	-	-	-	-	-	-	-	-	-	-
2281_t	29730.Gorai.006G211800.1	1.65e-195	556.0	COG3000@1|root,COG5273@1|root,KOG0873@2759|Eukaryota,KOG1315@2759|Eukaryota,37PFY@33090|Viridiplantae,3GDQX@35493|Streptophyta	35493|Streptophyta	I	Belongs to the DHHC palmitoyltransferase family	-	GO:0000254,GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006629,GO:0006694,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0012505,GO:0016020,GO:0016125,GO:0016126,GO:0016491,GO:0016705,GO:0016709,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0055114,GO:0071704,GO:0098827,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617	2.3.1.225	ko:K14423,ko:K20028	ko00100,ko01100,ko01110,map00100,map01100,map01110	-	R07482	RC01904	ko00000,ko00001,ko01000,ko04131	-	-	-	DHHC,FA_hydroxylase
2282_t	3641.EOY24494	0.0	1360.0	2C391@1|root,2QPU0@2759|Eukaryota,37Q7V@33090|Viridiplantae,3GBUX@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF659
2283_t	7668.SPU_001597-tr	7.21e-19	84.0	COG0415@1|root,KOG0133@2759|Eukaryota,38EHG@33154|Opisthokonta,3BH22@33208|Metazoa,3CX79@33213|Bilateria	33208|Metazoa	LT	Deoxyribodipyrimidine photo-lyase activity. It is involved in the biological process described with DNA repair	phr	GO:0000719,GO:0003674,GO:0003824,GO:0003904,GO:0003913,GO:0006139,GO:0006259,GO:0006281,GO:0006290,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016829,GO:0016830,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360	4.1.99.3	ko:K01669	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DNA_photolyase
2284_t	3641.EOY24487	0.0	1182.0	COG5158@1|root,KOG1300@2759|Eukaryota,37MIG@33090|Viridiplantae,3GGMQ@35493|Streptophyta	35493|Streptophyta	U	Belongs to the STXBP unc-18 SEC1 family	SEC1B	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005829,GO:0005886,GO:0016020,GO:0019898,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0071944	-	ko:K15292	ko04721,map04721	-	-	-	ko00000,ko00001,ko04131,ko04147	-	-	-	Sec1
2285_t	3641.EOY24486	1.21e-274	760.0	28JMF@1|root,2QVS3@2759|Eukaryota,37SQU@33090|Viridiplantae,3G7SC@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2286_t	3641.EOY24485	9.75e-166	468.0	COG5273@1|root,KOG1315@2759|Eukaryota,37N7F@33090|Viridiplantae,3GP6B@35493|Streptophyta	35493|Streptophyta	I	Belongs to the DHHC palmitoyltransferase family	-	-	2.3.1.225	ko:K20028	-	-	-	-	ko00000,ko01000,ko04131	-	-	-	DHHC
2287_t	3641.EOY24483	4.64e-195	546.0	28JV1@1|root,2QS92@2759|Eukaryota,37HTH@33090|Viridiplantae,3GBUS@35493|Streptophyta	35493|Streptophyta	S	glycine-rich protein	-	-	-	ko:K15198,ko:K15622	ko05202,map05202	-	-	-	ko00000,ko00001,ko03021	-	-	-	Mlf1IP
2288_t	3641.EOY24482	8.48e-129	371.0	COG1186@1|root,KOG3429@2759|Eukaryota,37RA7@33090|Viridiplantae,3GERP@35493|Streptophyta	35493|Streptophyta	J	Peptidyl-tRNA hydrolase ICT1	-	-	3.1.1.29	ko:K15033	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	RF-1
2289_t	3641.EOY24481	6.82e-141	399.0	28JD8@1|root,2QRS3@2759|Eukaryota,37KGM@33090|Viridiplantae,3GG8K@35493|Streptophyta	35493|Streptophyta	S	Protein of unknown function (DUF1442)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1442
2290_t	3641.EOY24478	1.21e-93	281.0	COG5126@1|root,KOG0027@2759|Eukaryota,37U3S@33090|Viridiplantae,3GHZ9@35493|Streptophyta	35493|Streptophyta	T	calcium-binding protein	-	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0071944	-	ko:K13448	ko04626,map04626	-	-	-	ko00000,ko00001	-	-	-	EF-hand_1,EF-hand_6,EF-hand_7
2291_t	29730.Gorai.008G239300.1	2.38e-245	680.0	28HE8@1|root,2QPSD@2759|Eukaryota,37NA4@33090|Viridiplantae,3GG1M@35493|Streptophyta	35493|Streptophyta	S	Maspardin	-	-	-	ko:K19367	ko04144,map04144	-	-	-	ko00000,ko00001	-	-	-	Abhydrolase_1
2292_t	29730.Gorai.007G225400.1	1.82e-85	266.0	28N55@1|root,2QUQA@2759|Eukaryota,37M71@33090|Viridiplantae,3G9GV@35493|Streptophyta	35493|Streptophyta	S	Zinc finger, C2H2 type family protein	-	-	-	-	-	-	-	-	-	-	-	-	NYN
2293_t	3641.EOY24470	0.0	1363.0	COG3733@1|root,KOG1186@2759|Eukaryota,37SET@33090|Viridiplantae,3G86Z@35493|Streptophyta	35493|Streptophyta	Q	amine oxidase	-	GO:0001101,GO:0001505,GO:0006807,GO:0006809,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009058,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009755,GO:0009987,GO:0010033,GO:0017144,GO:0023052,GO:0032870,GO:0033993,GO:0034641,GO:0042133,GO:0042136,GO:0042221,GO:0044237,GO:0044249,GO:0044271,GO:0046209,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0065008,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0072593,GO:0097305,GO:0097306,GO:1901700,GO:1901701,GO:1903409,GO:2001057	1.4.3.21	ko:K00276	ko00260,ko00350,ko00360,ko00410,ko00950,ko00960,ko01100,ko01110,map00260,map00350,map00360,map00410,map00950,map00960,map01100,map01110	-	R02382,R02529,R02613,R03139,R04027,R04300,R06154,R06740	RC00062,RC00189,RC00676,RC01052	ko00000,ko00001,ko01000	-	-	-	Cu_amine_oxid,Cu_amine_oxidN2,Cu_amine_oxidN3
2294_t	3641.EOY24462	0.0	1227.0	2C7QK@1|root,2QUNQ@2759|Eukaryota,37QB2@33090|Viridiplantae,3GCE5@35493|Streptophyta	35493|Streptophyta	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	DUF659,Dimer_Tnp_hAT,zf-BED
2295_t	3641.EOY24461	4.12e-99	290.0	2C8JQ@1|root,2S01R@2759|Eukaryota,37UM8@33090|Viridiplantae,3GITR@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2297_t	3641.EOY24459	2.28e-168	476.0	COG5147@1|root,KOG0048@2759|Eukaryota,37PMS@33090|Viridiplantae,3GEFY@35493|Streptophyta	35493|Streptophyta	K	myb domain protein	-	-	-	ko:K09422	-	-	-	-	ko00000,ko03000	-	-	-	Myb_DNA-binding
2299_t	3641.EOY01054	2.58e-162	488.0	COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	G-patch,RVT_1,RVT_3,Retrotrans_gag,rve
2300_t	3641.EOY24458	1.16e-156	452.0	KOG1308@1|root,KOG1308@2759|Eukaryota,37KU3@33090|Viridiplantae,3GAS7@35493|Streptophyta	35493|Streptophyta	OT	FAM10 family protein At4g22670-like	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0046686,GO:0050896	-	ko:K09560	-	-	-	-	ko00000,ko03110,ko04131	-	-	-	TPR_8
2301_t	3641.EOY24454	1.21e-83	260.0	28HD7@1|root,2QPRG@2759|Eukaryota,37PIQ@33090|Viridiplantae,3GDA8@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2302_t	3641.EOY24453	7.32e-111	322.0	28QVS@1|root,2QXIN@2759|Eukaryota,37TQQ@33090|Viridiplantae,3GIC5@35493|Streptophyta	35493|Streptophyta	S	21 kDa protein-like	-	-	-	-	-	-	-	-	-	-	-	-	PMEI
2303_t	3641.EOY24452	1.28e-103	306.0	2AU8R@1|root,2RZTH@2759|Eukaryota,37V2Z@33090|Viridiplantae,3GJ8N@35493|Streptophyta	35493|Streptophyta	S	21 kDa protein-like	-	-	-	-	-	-	-	-	-	-	-	-	PMEI
2304_t	3641.EOY24439	1.87e-105	308.0	28QVS@1|root,2QXIN@2759|Eukaryota,37TQQ@33090|Viridiplantae	33090|Viridiplantae	S	21 kDa protein-like	-	-	-	-	-	-	-	-	-	-	-	-	PMEI
2305_t	29730.Gorai.006G212300.1	1.41e-303	856.0	COG0457@1|root,KOG0548@2759|Eukaryota,37KEJ@33090|Viridiplantae,3G8SM@35493|Streptophyta	35493|Streptophyta	O	hsp70-Hsp90 organizing protein	-	GO:0003674,GO:0005488,GO:0005515,GO:0006950,GO:0006986,GO:0008150,GO:0009266,GO:0009408,GO:0009409,GO:0009611,GO:0009628,GO:0009987,GO:0010033,GO:0016043,GO:0022607,GO:0031072,GO:0033554,GO:0034605,GO:0034622,GO:0035966,GO:0042221,GO:0043933,GO:0044085,GO:0050896,GO:0051131,GO:0051716,GO:0051879,GO:0065003,GO:0070417,GO:0070678,GO:0071840	-	ko:K09553	ko05020,map05020	-	-	-	ko00000,ko00001,ko03110	-	-	-	TPR_1,TPR_11,TPR_16,TPR_2,TPR_8
2306_t	3641.EOY24431	1.1e-96	283.0	2B65R@1|root,2S3J8@2759|Eukaryota,37WCX@33090|Viridiplantae,3GJQT@35493|Streptophyta	35493|Streptophyta	S	Auxin responsive protein	-	-	-	ko:K14488	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	Auxin_inducible
2307_t	3641.EOY24430	4.26e-251	689.0	2CN0U@1|root,2QT6P@2759|Eukaryota,37IXD@33090|Viridiplantae,3GE5B@35493|Streptophyta	35493|Streptophyta	K	(NAC) domain-containing protein	-	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009888,GO:0009889,GO:0009987,GO:0010087,GO:0010089,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0030154,GO:0031323,GO:0031326,GO:0032502,GO:0043565,GO:0044087,GO:0044089,GO:0048518,GO:0048522,GO:0048759,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901348,GO:1901363,GO:1903338,GO:1903340,GO:1903506,GO:1905177,GO:2000112,GO:2000652,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
2308_t	3641.EOY24425	3.6e-142	404.0	2CFFE@1|root,2QQ88@2759|Eukaryota,37I5N@33090|Viridiplantae,3GB45@35493|Streptophyta	35493|Streptophyta	S	axial regulator YABBY	-	-	-	-	-	-	-	-	-	-	-	-	YABBY
2310_t	3641.EOY24422	0.0	1141.0	COG2132@1|root,KOG1263@2759|Eukaryota,37NV6@33090|Viridiplantae,3G7Y4@35493|Streptophyta	35493|Streptophyta	Q	Monocopper oxidase-like protein	-	GO:0000902,GO:0003674,GO:0003824,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005886,GO:0005911,GO:0008150,GO:0008152,GO:0009505,GO:0009506,GO:0009653,GO:0009826,GO:0009932,GO:0009987,GO:0016020,GO:0016043,GO:0016049,GO:0016491,GO:0016722,GO:0030054,GO:0030312,GO:0031090,GO:0031224,GO:0031225,GO:0031226,GO:0032502,GO:0032989,GO:0040007,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0046658,GO:0048046,GO:0048589,GO:0048856,GO:0048869,GO:0055044,GO:0055114,GO:0060560,GO:0071840,GO:0071944,GO:0098588,GO:0098805	-	-	-	-	-	-	-	-	-	-	Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3
2311_t	3641.EOY24421	0.0	1140.0	COG1621@1|root,KOG0228@2759|Eukaryota,37QH4@33090|Viridiplantae,3GC8M@35493|Streptophyta	35493|Streptophyta	G	Belongs to the glycosyl hydrolase 32 family	-	GO:0000325,GO:0001101,GO:0003674,GO:0003824,GO:0004553,GO:0004564,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0007275,GO:0008150,GO:0009505,GO:0009605,GO:0009607,GO:0009617,GO:0009719,GO:0009725,GO:0009739,GO:0009987,GO:0010033,GO:0016787,GO:0016798,GO:0022622,GO:0030312,GO:0032501,GO:0032502,GO:0032870,GO:0033993,GO:0042221,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0048364,GO:0048731,GO:0048856,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0070887,GO:0071229,GO:0071310,GO:0071370,GO:0071396,GO:0071495,GO:0071944,GO:0080022,GO:0099402,GO:1901700,GO:1901701	3.2.1.26	ko:K01193	ko00052,ko00500,ko01100,map00052,map00500,map01100	-	R00801,R00802,R02410,R03635,R03921,R06088	RC00028,RC00077	ko00000,ko00001,ko01000	-	GH32	-	DUF3357,Glyco_hydro_32C,Glyco_hydro_32N
2313_t	29730.Gorai.006G212700.1	3.07e-131	387.0	COG0176@1|root,KOG2772@2759|Eukaryota,37JK1@33090|Viridiplantae,3GBVX@35493|Streptophyta	35493|Streptophyta	G	Transaldolase	-	-	2.2.1.2	ko:K00616	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01827	RC00439,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	-	TAL_FSA
2314_t	3641.EOY24416	8.31e-192	540.0	COG1877@1|root,KOG1050@2759|Eukaryota,37JPC@33090|Viridiplantae,3GB9D@35493|Streptophyta	35493|Streptophyta	G	Removes the phosphate from trehalose 6-phosphate to produce free trehalose	-	GO:0000287,GO:0003674,GO:0003824,GO:0004805,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0034637,GO:0040007,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046872,GO:0071704,GO:0071944,GO:1901576	3.1.3.12	ko:K01087	ko00500,ko01100,map00500,map01100	-	R02778	RC00017	ko00000,ko00001,ko01000	-	-	-	Trehalose_PPase
2316_t	3641.EOY15970	7.12e-165	543.0	COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	G-patch,RVT_1,RVT_3,Retrotrans_gag,rve
2317_t	3641.EOY13886	2.35e-46	168.0	2D3BR@1|root,2SR02@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PMD
2319_t	3641.EOY24414	1.12e-157	459.0	28VKQ@1|root,2R2CB@2759|Eukaryota,37SRX@33090|Viridiplantae,3GDN2@35493|Streptophyta	35493|Streptophyta	S	Seed dormancy control	-	GO:0007275,GO:0008150,GO:0009555,GO:0009653,GO:0009987,GO:0010208,GO:0010584,GO:0010927,GO:0016043,GO:0022607,GO:0030198,GO:0032501,GO:0032502,GO:0032989,GO:0043062,GO:0044085,GO:0045229,GO:0048229,GO:0048646,GO:0048856,GO:0048869,GO:0071840,GO:0085029	-	-	-	-	-	-	-	-	-	-	DOG1
2320_t	29730.Gorai.006G212800.1	9.15e-266	730.0	COG0332@1|root,2QUK2@2759|Eukaryota,37JK8@33090|Viridiplantae,3GDV4@35493|Streptophyta	35493|Streptophyta	I	3-oxoacyl- acyl-carrier-protein synthase	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464	2.3.1.180	ko:K00648	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00082,M00083	R10707	RC00004,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ACP_syn_III,ACP_syn_III_C
2321_t	3983.cassava4.1_021346m	1.83e-16	84.0	COG2072@1|root,KOG1399@2759|Eukaryota,37HT9@33090|Viridiplantae,3GCY7@35493|Streptophyta,4JGCF@91835|fabids	35493|Streptophyta	Q	flavin-containing monooxygenase	-	GO:0003674,GO:0003824,GO:0004497,GO:0008150,GO:0008152,GO:0016491,GO:0055114	-	-	-	-	-	-	-	-	-	-	FMO-like
2322_t	3641.EOY24405	0.0	1003.0	28YNA@1|root,2R5G8@2759|Eukaryota,37SZ0@33090|Viridiplantae,3GDPK@35493|Streptophyta	35493|Streptophyta	S	isoform X1	-	-	-	-	-	-	-	-	-	-	-	-	DUF863
2323_t	3641.EOY24404	6.2e-193	538.0	28PFA@1|root,2RYJQ@2759|Eukaryota,37J5P@33090|Viridiplantae,3GICE@35493|Streptophyta	35493|Streptophyta	K	Plant zinc cluster domain	-	-	-	-	-	-	-	-	-	-	-	-	Plant_zn_clust,WRKY
2324_t	3641.EOY24402	1.75e-175	492.0	2C3EN@1|root,2R43V@2759|Eukaryota,37SCX@33090|Viridiplantae,3GCW3@35493|Streptophyta	35493|Streptophyta	S	Zinc finger protein	-	-	-	-	-	-	-	-	-	-	-	-	-
2325_t	71139.XP_010047779.1	9.31e-55	211.0	KOG0498@1|root,KOG0498@2759|Eukaryota,37MMZ@33090|Viridiplantae,3GACC@35493|Streptophyta	35493|Streptophyta	PT	Potassium channel	AKT1	GO:0001101,GO:0003674,GO:0005215,GO:0005216,GO:0005242,GO:0005244,GO:0005249,GO:0005261,GO:0005267,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006950,GO:0006970,GO:0007275,GO:0008150,GO:0008324,GO:0009414,GO:0009415,GO:0009628,GO:0009651,GO:0009653,GO:0009888,GO:0009987,GO:0010015,GO:0010035,GO:0010053,GO:0010054,GO:0010107,GO:0010119,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015276,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0016049,GO:0021700,GO:0022622,GO:0022803,GO:0022832,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022843,GO:0022857,GO:0022890,GO:0030001,GO:0030154,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0034220,GO:0040007,GO:0042221,GO:0042391,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0048364,GO:0048468,GO:0048469,GO:0048588,GO:0048589,GO:0048731,GO:0048764,GO:0048765,GO:0048767,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0060560,GO:0065007,GO:0065008,GO:0071695,GO:0071804,GO:0071805,GO:0071944,GO:0080147,GO:0090333,GO:0090558,GO:0090627,GO:0098655,GO:0098660,GO:0098662,GO:0099094,GO:0099402,GO:1901700,GO:1905392	-	ko:K21867	-	-	-	-	ko00000,ko02000	1.A.1.4	-	-	Ank_2,Ank_4,Ion_trans,KHA,cNMP_binding
2327_t	3641.EOY21385	2.41e-49	166.0	2CYPI@1|root,2S5G2@2759|Eukaryota,37WBF@33090|Viridiplantae,3GKMI@35493|Streptophyta	35493|Streptophyta	S	Lipid transfer-like protein VAS	-	-	-	-	-	-	-	-	-	-	-	-	LTP_2
2329_t	3659.XP_004142313.1	6.6e-48	176.0	2D0Q0@1|root,2SEYB@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	G-patch,Retrotrans_gag
2330_t	3641.EOY21373	1.28e-187	566.0	KOG1859@1|root,KOG1859@2759|Eukaryota,37RQA@33090|Viridiplantae,3GCH9@35493|Streptophyta	35493|Streptophyta	S	isoform X1	-	-	-	-	-	-	-	-	-	-	-	-	LRR_4
2331_t	3694.POPTR_0013s09610.1	1.07e-34	123.0	COG0317@1|root,KOG1157@2759|Eukaryota,37SQX@33090|Viridiplantae,3GDQR@35493|Streptophyta,4JE83@91835|fabids	35493|Streptophyta	T	Region found in RelA / SpoT proteins	-	-	2.7.6.5	ko:K00951	ko00230,map00230	-	R00429	RC00002,RC00078	ko00000,ko00001,ko01000	-	-	-	HD_4,RelA_SpoT,TGS
2333_t	3641.EOY21363	1.57e-101	306.0	29V2K@1|root,2RXK1@2759|Eukaryota,37U71@33090|Viridiplantae,3GHWH@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2334_t	3641.EOY21362	9.89e-81	245.0	COG5596@1|root,KOG3225@2759|Eukaryota,37NXU@33090|Viridiplantae,3GIH7@35493|Streptophyta	35493|Streptophyta	U	Mitochondrial import inner membrane translocase subunit	-	GO:0000003,GO:0003006,GO:0007275,GO:0008104,GO:0008150,GO:0009790,GO:0009791,GO:0009793,GO:0010154,GO:0022414,GO:0032501,GO:0032502,GO:0033036,GO:0033365,GO:0034613,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0051179,GO:0051641,GO:0061458,GO:0070727	-	ko:K17790	-	-	-	-	ko00000,ko02000,ko03029	3.A.8.1	-	-	Tim17
2335_t	3641.EOY21353	3.23e-260	754.0	COG0191@1|root,COG2084@1|root,KOG0409@2759|Eukaryota,KOG4153@2759|Eukaryota,37I1B@33090|Viridiplantae,3GEGM@35493|Streptophyta	35493|Streptophyta	G	Ketose-bisphosphate aldolase class-II family protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF1357_C,DUF1537,F_bP_aldolase,NAD_binding_11,NAD_binding_2
2336_t	3880.AES67469	6.9e-207	647.0	COG1874@1|root,COG2801@1|root,KOG0017@2759|Eukaryota,KOG0496@2759|Eukaryota,37P9T@33090|Viridiplantae,3GEVX@35493|Streptophyta,4JI1Z@91835|fabids	35493|Streptophyta	G	beta-galactosidase	BGAL8	GO:0003674,GO:0003824,GO:0004553,GO:0004565,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0015925,GO:0016787,GO:0016798,GO:0030312,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	Gal_Lectin,Glyco_hydro_35
2337_t	981085.XP_010098562.1	2.59e-26	112.0	COG2801@1|root,COG2971@1|root,KOG0017@2759|Eukaryota,KOG1794@2759|Eukaryota,37RJH@33090|Viridiplantae,3GBAE@35493|Streptophyta,4JF1R@91835|fabids	35493|Streptophyta	G	N-acetyl-D-glucosamine kinase-like	-	-	-	-	-	-	-	-	-	-	-	-	BcrAD_BadFG
2338_t	3641.EOY17116	8.27e-197	600.0	COG2801@1|root,KOG0017@2759|Eukaryota,37RIF@33090|Viridiplantae,3GFVM@35493|Streptophyta	35493|Streptophyta	L	Cysteine-rich RLK (RECEPTOR-like protein kinase) 8	-	-	-	-	-	-	-	-	-	-	-	-	RVT_2,Retrotran_gag_3
